is_cancelled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_cancelled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
0,252,1,2,3,0,1,0,0,0,D,E,2,No Deposit,0,Transient-Party,66.48082261176415,0,0
0,2,5,1,2,0,0,0,1,0,E,A,0,No Deposit,0,Contract,129.9525536724032,0,3
1,0,2,4,1,0,0,0,0,0,G,A,0,No Deposit,0,Transient,139.49156107784023,0,0
0,238,0,2,2,0,0,1,0,0,A,A,0,No Deposit,50,Transient-Party,71.58091738380354,0,0
0,25,2,5,2,0,0,0,0,0,A,D,1,No Deposit,0,Transient,91.5206791768608,0,0
0,163,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,68.48429910457016,0,2
1,0,0,1,2,0,0,0,26,0,A,D,0,No Deposit,0,Transient-Party,157.399509625073,0,0
1,396,0,1,2,0,0,0,0,0,D,D,0,No Deposit,0,Transient,27.66026216645059,0,0
0,54,0,4,1,0,0,0,0,0,G,A,0,Refundable,0,Transient,144.13015800773218,0,0
0,69,3,5,3,0,0,0,0,0,A,D,4,Non Refund,0,Transient,48.88717509819123,0,1
0,275,2,4,2,1,0,0,0,0,A,A,0,No Deposit,3,Transient,28.834293806612887,1,1
0,39,0,4,1,0,0,0,0,0,A,A,1,No Deposit,0,Transient,89.15656587338955,0,1
1,116,0,1,2,2,0,0,0,0,F,G,1,No Deposit,0,Transient,258.42756261423926,1,0
1,32,1,2,2,0,0,0,0,0,D,D,0,No Deposit,0,Transient,53.29900681994094,0,1
1,622,0,1,1,2,0,0,11,0,A,A,0,No Deposit,0,Transient,139.36408799203303,0,0
1,317,0,2,2,0,0,1,0,0,A,B,0,No Deposit,0,Transient,140.59958230451016,1,1
0,267,1,1,2,0,0,0,0,0,D,A,0,No Deposit,0,Transient,80.83206536415848,0,0
0,1,1,1,2,0,0,0,0,0,A,A,2,No Deposit,0,Transient,37.90192749804483,0,1
0,275,5,3,2,0,0,0,24,0,A,A,0,Non Refund,0,Transient,225.3827905379732,0,0
0,383,2,2,2,0,0,0,0,0,A,G,0,No Deposit,5,Transient-Party,36.01173488033921,0,1
1,38,2,3,1,0,0,0,0,0,A,D,0,No Deposit,0,Transient,86.03669257499439,0,0
1,21,1,3,2,0,0,0,0,0,A,E,0,No Deposit,20,Transient,181.85192382845835,2,2
1,2,2,1,1,0,0,0,0,0,A,A,1,No Deposit,0,Group,72.85659084278976,0,0
1,20,2,1,3,0,0,0,0,4,A,K,0,No Deposit,0,Transient,16.43949275065305,0,1
1,0,2,0,2,0,0,0,0,0,A,G,0,Non Refund,0,Transient-Party,37.5364706975769,0,0
0,0,5,3,2,0,0,1,0,0,A,A,0,No Deposit,0,Transient,157.5517160541124,0,0
0,538,2,1,2,0,1,0,0,0,A,A,0,No Deposit,0,Contract,32.62192521508187,0,0
0,5,6,1,2,2,0,0,0,0,B,A,0,No Deposit,0,Transient,83.2495976639389,0,0
0,1,1,2,2,0,0,0,0,48,D,G,0,No Deposit,0,Transient,104.3452672399206,0,0
1,192,1,20,1,0,0,0,26,8,D,A,3,No Deposit,0,Transient-Party,99.38391073996705,0,2
0,356,1,6,4,0,0,0,0,0,E,A,0,No Deposit,0,Transient,32.97887671762355,0,1
0,327,1,1,2,0,0,1,0,0,A,D,0,No Deposit,0,Transient,25.698793823903948,0,0
1,5,1,3,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,17.075385020943532,0,0
1,379,0,1,1,0,0,0,0,0,A,F,0,Non Refund,0,Transient,110.64227232637776,0,0
0,296,2,1,2,0,0,0,0,0,E,A,1,No Deposit,0,Transient,25.036027253943047,0,0
1,4,2,7,2,0,0,0,0,0,D,A,0,No Deposit,28,Transient,69.62890591433083,0,0
0,1,2,1,2,0,0,0,1,0,A,D,1,No Deposit,0,Transient-Party,91.76903214378224,0,1
0,83,0,2,2,0,0,0,0,0,A,C,1,No Deposit,48,Transient,32.3993210614542,2,1
0,268,1,1,2,0,0,0,0,0,C,A,0,No Deposit,0,Transient,105.1009325020143,1,2
0,77,1,1,2,0,0,0,0,0,A,A,0,Non Refund,0,Transient,186.2569077398182,0,1
0,74,3,2,2,0,0,1,0,0,A,A,5,Non Refund,0,Transient-Party,244.3156405323974,0,0
0,426,2,4,3,2,0,0,0,12,A,A,0,No Deposit,0,Transient,64.0619930451188,0,1
0,35,0,1,2,0,0,0,0,0,H,D,0,No Deposit,0,Transient,62.83055067268025,0,1
1,0,3,1,4,0,0,0,0,0,A,A,1,No Deposit,0,Transient-Party,109.08113034340151,0,3
0,0,0,2,2,0,1,0,0,0,G,A,1,No Deposit,0,Transient,31.93283173271357,0,0
0,0,2,1,3,0,0,0,0,0,A,G,1,No Deposit,0,Transient-Party,166.02396532312528,0,0
1,166,0,2,1,3,0,1,0,0,E,B,2,No Deposit,0,Transient,79.82224703468326,0,3
0,231,1,2,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,172.6359970264587,0,1
1,42,3,8,0,0,0,0,0,0,A,A,0,No Deposit,0,Transient,28.977651579199538,0,2
0,46,4,10,4,0,0,0,0,0,D,A,1,No Deposit,64,Transient,48.619616826103865,0,2
0,0,2,2,2,2,0,0,1,0,A,B,1,Non Refund,0,Transient,60.658267660203826,0,0
1,104,1,1,2,0,0,0,0,0,A,A,0,Refundable,0,Transient-Party,130.0104843828756,0,2
0,20,0,2,1,0,0,0,0,0,A,A,5,No Deposit,0,Transient-Party,181.02530851744302,0,4
0,82,2,3,2,0,0,0,0,0,A,E,0,No Deposit,0,Transient,74.52756132425525,0,1
0,301,2,1,2,0,0,0,0,0,F,A,1,No Deposit,0,Transient-Party,37.573108078406605,0,5
0,258,4,6,2,0,0,0,0,0,F,D,0,No Deposit,0,Transient,45.534352034904806,0,1
1,237,0,0,1,0,0,0,0,1,A,A,0,Refundable,0,Transient-Party,135.42570465159733,0,1
1,14,0,6,2,0,0,0,0,0,A,E,1,Non Refund,0,Transient,29.126802533653134,0,0
1,254,2,0,1,0,0,0,0,0,A,D,0,Non Refund,0,Transient,142.8875170273159,0,2
1,90,0,2,3,2,0,0,0,0,A,A,1,No Deposit,0,Transient,42.11296328986775,0,0
0,0,2,3,1,0,0,0,0,0,F,D,0,No Deposit,0,Contract,99.63592326440414,0,0
1,263,2,1,1,-1,0,0,0,0,A,A,0,No Deposit,0,Transient,100.74328623899879,0,1
1,102,1,5,2,0,0,0,0,0,A,C,0,No Deposit,215,Transient,16.890432524544693,1,0
0,330,1,1,3,0,0,0,0,0,A,D,1,No Deposit,0,Transient,39.55489649604851,0,5
0,58,4,5,2,1,0,0,0,0,E,E,0,No Deposit,0,Transient,73.14700667991426,0,1
0,122,0,1,2,1,0,0,0,0,H,A,0,No Deposit,0,Transient,46.929431324035136,0,0
0,187,1,0,2,0,0,0,0,0,F,A,0,No Deposit,0,Transient-Party,91.67281052395315,0,3
0,559,0,3,2,2,0,0,1,0,A,A,3,No Deposit,0,Transient,134.93830597854833,0,4
0,30,0,1,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient-Party,100.5672278857251,1,0
1,269,1,1,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,106.08612640139845,0,0
0,327,2,5,1,0,0,0,0,0,A,A,1,No Deposit,0,Transient,60.18646757100071,1,1
0,50,0,2,2,0,0,0,0,0,D,H,1,No Deposit,0,Transient,170.91222011399685,1,0
0,138,0,0,2,0,0,0,0,0,A,A,1,Non Refund,41,Transient,51.203147038589066,0,1
0,188,0,3,2,0,0,0,0,0,E,A,2,No Deposit,0,Transient,76.39236702237504,0,0
0,168,0,16,2,0,0,0,0,0,A,H,0,No Deposit,0,Transient,114.8917639431164,0,0
0,177,1,0,2,0,0,0,0,0,D,A,0,No Deposit,0,Transient,162.348291881835,0,1
0,629,1,4,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,77.92493260309995,0,0
1,307,16,2,2,0,0,0,25,0,E,A,0,No Deposit,0,Transient,136.6177918477677,0,2
0,141,0,2,3,0,0,0,0,0,A,H,0,No Deposit,0,Transient,89.72903515692617,0,0
0,56,1,2,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient,35.9892604741224,0,0
1,0,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,75.73148421555857,0,4
0,422,2,1,2,0,0,0,0,0,G,D,1,No Deposit,0,Transient,130.58196553593297,0,2
0,52,2,3,2,0,0,0,14,0,A,A,0,No Deposit,0,Transient,152.45833872402542,0,0
0,113,2,2,2,0,0,0,0,0,A,H,1,No Deposit,0,Transient,169.71842547451246,0,0
1,350,2,5,2,3,0,0,0,0,A,A,3,No Deposit,22,Contract,110.46189863402054,1,3
0,0,2,0,1,0,0,0,0,21,D,A,0,No Deposit,0,Transient,100.4546119169214,0,0
1,0,2,2,1,0,0,0,0,0,A,G,1,No Deposit,0,Transient,120.20903788160537,0,1
0,28,0,1,2,0,2,0,0,0,D,A,0,No Deposit,0,Transient-Party,42.603599876525145,0,0
1,356,1,5,1,2,0,0,0,0,B,A,1,No Deposit,0,Contract,88.67787011401391,0,0
1,82,2,1,2,0,0,0,0,0,E,B,0,No Deposit,0,Transient-Party,77.81455689925889,0,0
1,2,0,0,2,0,0,1,0,2,A,A,0,No Deposit,0,Transient,75.39427573048351,1,0
0,7,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,85.85957299435567,1,2
0,171,0,5,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,92.07417955045,1,3
0,1,2,1,2,0,0,0,1,4,G,A,1,No Deposit,0,Transient,151.93612592120436,0,0
0,176,0,1,2,0,0,0,0,0,A,A,0,Non Refund,0,Transient,43.84643116945591,0,1
0,170,2,3,2,0,0,0,0,0,A,G,0,No Deposit,0,Transient,86.74764844744985,1,0
0,238,2,2,1,0,0,0,0,0,A,A,1,No Deposit,0,Transient,120.23408776951096,0,0
0,411,2,7,2,2,0,0,0,0,A,B,0,No Deposit,0,Transient,114.65935206764414,0,0
0,7,4,4,3,0,0,0,0,0,G,A,0,No Deposit,0,Transient,65.0746368423392,0,3
0,1,0,3,2,0,1,0,0,0,A,E,0,No Deposit,0,Transient,100.11070320752273,0,0
0,39,2,1,1,0,1,0,0,0,A,E,0,No Deposit,3,Transient,112.67361117058721,0,0
0,72,1,1,0,0,0,0,0,29,A,A,1,No Deposit,0,Transient,120.93390875461226,1,0
0,0,2,1,2,0,0,1,0,19,D,A,0,No Deposit,0,Transient,170.8558137576078,0,0
0,0,2,1,1,0,0,0,0,0,A,D,2,No Deposit,0,Transient-Party,89.29980258933604,0,2
0,0,16,19,2,0,0,0,0,0,G,F,0,No Deposit,89,Transient,132.19183990671388,0,2
1,14,2,1,1,0,0,0,0,0,E,A,0,No Deposit,77,Transient-Party,44.65798542510965,0,1
0,70,0,6,2,0,0,0,0,0,A,A,0,Non Refund,162,Transient,131.11693076404293,0,0
1,61,0,10,2,3,0,1,0,3,A,H,0,Non Refund,0,Transient,87.41285476818152,1,0
0,311,0,2,1,1,0,0,0,0,A,A,0,No Deposit,0,Transient,71.0423795510725,0,0
0,348,2,1,3,0,0,0,0,0,A,D,3,No Deposit,0,Transient-Party,64.94459248079256,0,1
0,0,2,2,2,0,0,0,1,0,A,G,1,No Deposit,0,Transient,97.20944479895074,0,1
1,305,0,3,2,0,0,0,0,0,A,F,1,No Deposit,0,Transient,128.33971276193097,0,2
0,197,0,1,1,0,0,0,0,0,A,D,0,No Deposit,0,Transient-Party,52.87364197178778,0,0
0,180,1,2,1,0,0,0,0,0,A,A,1,No Deposit,17,Transient,127.45915056632859,0,0
0,1,4,3,2,0,0,0,1,0,A,D,0,Non Refund,0,Transient,175.8972909580567,0,0
0,133,1,3,2,0,0,0,0,0,F,A,0,No Deposit,108,Transient,111.3780693431479,0,0
1,303,2,3,1,0,1,0,0,0,A,A,0,No Deposit,0,Transient,52.45045338282127,0,2
0,153,2,0,2,0,0,0,0,6,A,G,1,No Deposit,0,Transient,40.414776481523,0,0
0,6,2,3,2,0,0,0,0,0,A,E,0,No Deposit,0,Transient,118.06710854645468,0,1
0,1,2,1,3,0,0,0,0,0,A,A,0,No Deposit,0,Transient,68.42947146066368,0,0
0,227,0,1,1,0,0,0,0,0,C,E,0,No Deposit,0,Transient,78.82816863199069,0,4
1,94,2,2,1,0,0,0,0,0,A,A,0,Non Refund,0,Transient,120.8559736751617,0,2
0,264,2,5,4,0,0,0,0,0,A,A,0,No Deposit,0,Transient,90.78937669519844,0,0
0,0,0,10,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,107.81224463148556,0,1
0,181,1,2,2,0,0,0,0,0,A,A,6,No Deposit,0,Transient,26.71355857833039,0,0
0,7,1,9,2,0,0,0,0,0,A,G,0,Non Refund,0,Transient-Party,107.16978217790323,1,1
0,356,2,2,2,0,0,0,0,0,E,A,0,No Deposit,0,Transient-Party,105.2450712013317,0,0
1,86,0,2,2,0,0,0,1,0,A,A,2,No Deposit,0,Transient,73.67917119364728,0,1
0,0,2,1,1,0,0,0,0,0,A,D,0,Non Refund,111,Transient,30.367436982389073,0,0
1,0,0,4,4,0,0,0,0,0,A,A,0,No Deposit,0,Transient,73.31475363907954,0,0
1,19,0,3,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,111.09840625230962,0,0
1,35,6,5,2,0,0,0,0,0,A,H,0,No Deposit,0,Contract,110.34983824578065,0,0
1,363,0,0,1,0,0,0,0,0,A,F,2,No Deposit,81,Transient,105.69543089777093,0,2
0,70,1,8,1,0,0,0,0,0,A,A,1,No Deposit,0,Transient,64.73639078399394,0,0
1,70,1,2,2,1,0,0,0,0,A,A,1,No Deposit,0,Transient,104.09333433578068,0,0
0,203,0,2,2,0,0,1,0,0,A,G,0,No Deposit,0,Transient,44.388504774818955,0,1
1,0,4,4,1,0,0,0,0,0,A,D,3,No Deposit,0,Transient,47.68468323806959,0,0
0,96,0,1,2,0,0,0,5,0,C,B,0,No Deposit,0,Transient,81.54187763285964,0,2
0,0,2,3,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient-Party,101.67519375251672,0,1
1,245,0,5,2,0,0,0,0,0,A,D,2,No Deposit,23,Transient,28.7846922024436,0,0
0,13,8,3,2,0,0,0,1,0,A,A,1,No Deposit,223,Transient,105.37455951482987,0,1
0,4,3,2,2,0,0,0,0,0,F,D,1,No Deposit,0,Transient,88.40139380605116,0,0
0,230,1,5,2,0,0,0,0,0,A,D,1,No Deposit,0,Transient,34.42669187887033,0,0
0,475,2,1,2,1,0,1,0,0,A,A,0,No Deposit,0,Transient,163.37271513926416,0,0
0,372,1,3,2,0,0,0,0,0,D,C,0,No Deposit,0,Transient,61.515568411850495,0,1
0,171,0,4,2,0,0,1,0,0,B,D,0,No Deposit,0,Transient,76.61918117204488,0,0
0,0,0,2,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,58.180458851643685,0,1
0,490,3,1,2,0,0,0,0,0,B,A,2,No Deposit,0,Transient,160.30535867885712,1,3
1,181,3,2,2,0,0,0,1,0,A,A,0,Non Refund,0,Transient,130.57703365761725,0,1
0,195,2,6,2,0,0,0,0,0,A,A,1,Non Refund,0,Transient,50.94356253219601,0,0
0,286,0,12,1,0,0,0,0,0,D,F,0,No Deposit,71,Transient-Party,117.38772980634175,0,1
0,1,1,1,2,0,1,0,0,0,A,E,1,No Deposit,0,Transient,66.27663578092921,1,0
0,192,8,6,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,176.7224257565447,1,0
1,26,0,0,4,2,0,0,1,0,A,C,0,No Deposit,0,Transient,211.60732866033374,0,0
0,341,1,4,1,0,0,0,0,0,A,E,0,No Deposit,0,Transient,102.42019134836474,0,1
1,304,1,6,2,2,0,0,0,0,A,C,1,No Deposit,0,Transient,143.93965746128944,0,2
0,316,2,11,3,0,0,0,0,0,A,A,0,No Deposit,0,Transient,247.2628830975325,0,0
0,2,0,6,2,0,0,0,0,0,A,F,0,No Deposit,0,Transient,102.6156395362755,0,2
1,109,3,2,2,0,0,0,0,0,E,D,1,No Deposit,0,Transient,75.22479824822693,0,1
0,0,0,2,2,0,0,0,0,0,G,I,0,No Deposit,0,Transient,29.172286658630746,1,0
0,165,1,0,2,0,0,0,0,0,A,B,2,No Deposit,0,Transient,102.81231049926464,1,1
0,1,0,4,2,0,0,0,11,2,A,A,1,No Deposit,0,Transient,134.02515970661685,0,0
1,124,0,5,1,0,0,0,0,1,A,A,0,No Deposit,91,Transient,88.54668979104488,0,0
0,21,0,2,1,1,0,0,0,0,A,B,1,No Deposit,0,Transient,63.07876142730033,0,0
0,5,1,2,2,0,0,0,0,0,A,F,1,No Deposit,0,Transient-Party,96.05963930812881,0,0
1,226,1,5,2,0,0,0,1,0,A,A,0,No Deposit,0,Transient,77.36404801373506,0,1
0,181,0,1,4,0,0,0,0,0,A,D,0,No Deposit,0,Transient,90.31082456027112,0,0
0,295,1,0,2,0,0,0,1,0,A,A,0,No Deposit,0,Transient,124.7430112016333,0,0
1,197,3,1,0,0,0,0,0,0,A,A,3,No Deposit,60,Transient,108.97437802124503,0,0
0,86,2,1,4,2,0,0,1,0,A,B,0,No Deposit,0,Transient,82.54374064793915,0,3
1,32,0,1,1,0,0,0,0,0,A,A,3,No Deposit,0,Transient-Party,51.39561196926596,0,0
0,1,0,2,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,65.74443163140242,0,0
0,3,1,1,2,0,0,0,0,0,D,A,1,No Deposit,0,Transient,129.3428891480354,0,0
0,420,5,1,1,0,0,0,0,0,A,C,1,No Deposit,38,Transient,96.11358543167674,0,0
1,129,0,5,4,0,0,1,0,0,C,A,0,No Deposit,0,Transient,183.71342073237705,1,0
0,129,0,1,2,0,0,0,0,0,A,D,0,No Deposit,0,Contract,37.78214158947193,0,2
0,165,2,9,2,0,1,0,0,0,A,D,8,No Deposit,0,Transient,53.029838481278816,0,1
0,11,0,6,2,-1,0,0,14,0,E,E,0,No Deposit,0,Transient-Party,37.11904900209702,0,0
1,323,1,1,2,0,2,0,1,0,A,B,2,No Deposit,0,Transient-Party,65.11472794274341,0,1
0,559,2,2,2,0,0,0,1,0,D,C,0,No Deposit,0,Transient,55.71039998916238,0,0
